Time,P_load,P_g1,P_g2,P_bess,Q_load,Q_g1,Q_g2,Q_bess,freq,volt,w_rotor,T_mech
0.0736,6.1665247765594,3.1419410029272,3.1419410029272,-0.11746986884787,-0.045814686087193,-0.84528537133534,-0.84528537133534,1.6450664865039,60.0,0.65471859106533,1.0,0.090736772166633
0.0768,6.4694961641738,3.2989699649282,3.2989699649282,-0.12854559429011,-0.038417063485997,-0.93171105736086,-0.93171105736086,1.8253359895608,60.0,0.68653370720829,1.0,0.081819231349059
0.08,6.8076061688304,3.470696459002,3.470696459002,-0.13387485339285,-0.025527351647246,-1.0197306170204,-1.0197306170204,2.0142851535673,60.0,0.7183474825273,1.0,0.081758906633937
0.0832,7.2056724897658,3.6722015231054,3.6722015231054,-0.13880192333353,-0.04021938758764,-1.128064330513,-1.128064330513,2.2162806588033,60.0,0.75015034337868,1.0,0.10588391988584
0.0864,7.6964582511103,3.9218059948437,3.9218059948437,-0.14720541961136,-0.0088520916905178,-1.2194439580781,-1.2194439580781,2.430427131606,60.0,0.78260341772359,1.0,0.13471929708517
0.0896,8.2771116268371,4.2147113807442,4.2147113807442,-0.1523405723734,0.090889819764963,-1.278348809118,-1.278348809118,2.6479985361367,60.0,0.81442264374538,1.0,0.15195450377364
0.0928,8.9204280338031,4.5384587639558,4.5384587639558,-0.15649383069729,0.27029847861287,-1.3028300823326,-1.3028300823326,2.8763894329769,60.0,0.84624987844619,1.0,0.15727070983067
0.096,9.5841719569611,4.8757595372044,4.8757595372044,-0.16732328521924,0.50921051115314,-1.3051760844764,-1.3051760844764,3.1200131018768,60.0,0.87808698964898,1.0,0.14484551673837
0.0992,10.245287703133,5.2105018369072,5.2105018369072,-0.17566130348235,0.7545236862608,-1.3078756041477,-1.3078756041477,3.3707449036233,60.0,0.90993462922904,1.0,0.13087227064921
0.1024,10.842329849427,5.5032775611836,5.5032775611836,-0.1641391808981,0.90147517346766,-1.3580965473822,-1.3580965473822,3.6181570051176,59.999481827231,0.93998743054785,1.0,0.12436701278612
0.1056,11.08124494333,5.6189225752007,5.6189225752007,-0.15648684818403,0.93258304146375,-1.4528670379148,-1.4528670379148,3.8388217766435,59.999342878337,0.96433692418034,1.0,0.13898013907218
0.1088,11.246022474938,5.6992547556177,5.6992547556177,-0.15235085867748,0.99153192108148,-1.5128888180524,-1.5128888180524,4.0178277497008,60.000414218679,0.98203186810527,1.0,0.15831805864567
0.112,11.508153427739,5.8245226261156,5.8245226261156,-0.14073637475677,1.1264810111918,-1.5195145182779,-1.5195145182779,4.1660397848862,60.001476335657,0.99375880812108,1.0,0.16622933944105
0.1152,11.754510286288,5.9457963661626,5.9457963661626,-0.13691021740792,1.3009832906229,-1.4992457824588,-1.4992457824588,4.3000144589441,60.001994765893,0.99954693468352,1.0,0.15244117939464
