Time (s), Pload_1 (MW), P_BESS (MW), P_g1 (MW), P_g2 (MW), Pload_2 (MW), P_g3 (MW), P_g4 (MW), Qload_1 (MVar), Q_BESS (MVar), Q_g1 (MVar), Q_g2 (MVar), Qload_2 (MVar), Q_g3 (MVar), Q_g4 (MVar), Vload_1 (p.u.), V_BESS (p.u.), V_g1 (p.u.), V_g2 (p.u.), Vload_2 (p.u.), V_g3 (p.u.), V_g4 (p.u.), f_poi_meas (Hz)
0.01699999999999946,15.2337081677,-0.169448527343,7.6597676459,7.6597676459,15.2337079312,7.6597676459,7.6597676459,5.18086919334,-1.21114944389,2.89339162046,2.89339162046,5.18086922081,2.89339162046,2.89339162046,1.00533554115,1.0053344888,1.00533554115,1.00533554115,1.00533554115,1.00533554115,1.00533554115,60.0064616906
0.018000000000000682,15.3036015913,-0.14274607422,7.68803879205,7.68803879205,15.3036014888,7.68803879205,7.68803879205,5.3014986921,-1.1737833329,2.94436505456,2.94436505456,5.30149876361,2.94436505456,2.94436505456,1.005283278,1.00528214467,1.005283278,1.005283278,1.005283278,1.005283278,1.005283278,60.0055050121
0.01899999999999835,15.2148236346,-0.20963596438,7.66037289703,7.66037289703,15.2148236663,7.66037289703,7.66037289703,5.26352079727,-1.20526208291,2.93324545551,2.93324545551,5.26352089813,2.93324545551,2.93324545551,1.00530812632,1.00530692011,1.00530812632,1.00530812632,1.00530812632,1.00530812632,1.00530812632,60.0069934326
0.019999999999999574,15.2515231979,-0.174581796025,7.66995853789,7.66995853789,15.2515234047,7.6699585379,7.6699585379,5.18804964063,-1.25226409032,2.90726055922,2.90726055922,5.18804977897,2.90726055922,2.90726055922,1.0052688654,1.00526759257,1.0052688654,1.0052688654,1.0052688654,1.0052688654,1.0052688654,60.0082948127
0.021000000000000796,15.2928362559,-0.157276912928,7.68628922444,7.68628922444,15.292836615,7.68628922445,7.68628922444,5.32849961359,-1.18014259248,2.95945537058,2.95945537058,5.32849979105,2.95945537058,2.95945537058,1.00529031667,1.00528900537,1.00529031667,1.00529031667,1.00529031667,1.00529031667,1.00529031667,60.0094326565
0.021999999999998465,15.2060031459,-0.201554855312,7.65394229936,7.65394229936,15.2060036425,7.65394229936,7.65394229936,5.22280638898,-1.22198432009,2.9170688622,2.9170688622,5.22280658675,2.9170688622,2.9170688622,1.00525571247,1.00525437962,1.00525571247,1.00525571247,1.00525571247,1.00525571247,1.00525571247,60.0078427509
0.022999999999999687,15.274992736,-0.14401498743,7.67405168834,7.67405168834,15.2749934855,7.67405168834,7.67405168834,5.21319217573,-1.26135212802,2.92210398428,2.92210398428,5.21319243498,2.92210398428,2.92210398428,1.00526585325,1.00526454049,1.00526585325,1.00526585325,1.00526585325,1.00526585325,1.00526585325,60.0064526387
0.02400000000000091,15.2733448292,-0.152815198392,7.67542830696,7.67542830696,15.2733458403,7.67542830696,7.67542830696,5.34204352745,-1.21287455034,2.9744103129,2.9744103129,5.34204383696,2.9744103129,2.9744103129,1.00524655852,1.00524529602,1.00524655852,1.00524655852,1.00524655852,1.00524655852,1.00524655852,60.006302951
0.02499999999999858,15.2064878546,-0.183531592658,7.64967892108,7.64967892108,15.2064890022,7.64967892108,7.64967892108,5.19216696141,-1.29054573849,2.91888961768,2.91888961769,5.19216729076,2.91888961769,2.91888961769,1.00523738103,1.00523619746,1.00523738103,1.00523738103,1.00523738103,1.00523738103,1.00523738103,60.0061720737
0.0259999999999998,15.2914024554,-0.119962218857,7.67624351197,7.67624351197,15.2914036661,7.67624351197,7.67624351197,5.243848276,-1.26423495822,2.9381528213,2.93815282131,5.24384859485,2.93815282131,2.93815282131,1.00523857599,1.00523748898,1.00523857599,1.00523857599,1.00523857599,1.00523857599,1.00523857599,60.0060576428
0.027000000000001023,15.2519381289,-0.143333023602,7.66235470512,7.66235470512,15.2519394473,7.66235470512,7.66235470512,5.3262059691,-1.21039400077,2.96587130195,2.96587130195,5.32620627778,2.96587130195,2.96587130195,1.00521323426,1.00521226792,1.00521323426,1.00521323426,1.00521323426,1.00521323426,1.00521323426,60.0052331569
0.027999999999998693,15.2237595744,-0.133968616503,7.64592389948,7.64592389948,15.2237610165,7.64592389948,7.64592389948,5.18119311044,-1.28778333471,2.912712196,2.912712196,5.18119343986,2.912712196,2.912712196,1.00521912755,1.00521829183,1.00521912755,1.00521912755,1.00521912755,1.00521912755,1.00521912755,60.0045122789
0.028999999999999915,15.3052591604,-0.0833933477472,7.67402985893,7.67402985893,15.305260679,7.67402985893,7.67402985893,5.28405550409,-1.25171944355,2.95512765626,2.95512765626,5.28405584338,2.95512765626,2.95512765626,1.00522164926,1.00522095335,1.00522164926,1.00522164926,1.00522164926,1.00522164926,1.00522164926,60.0038819891
0.030000000000001137,15.2252201194,-0.135836516846,7.64712165349,7.64712165349,15.2252216479,7.64712165349,7.64712165349,5.28569138223,-1.25099472466,2.95576407962,2.95576407962,5.28569170068,2.95576407962,2.95576407962,1.00522071493,1.00522014867,1.00522071493,1.00522071493,1.00522071493,1.00522071493,1.00522071493,60.0047025044
0.030999999999998806,15.2429150377,-0.104829628932,7.64821680462,7.64821680461,15.2429166041,7.64821680462,7.64821680462,5.18031490244,-1.30236101498,2.91591754793,2.91591754793,5.18031520415,2.91591754793,2.91591754793,1.00521794519,1.00521750956,1.00521794519,1.00521794519,1.00521794519,1.00521794519,1.00521794519,60.0054199107
0.03200000000000003,15.2995664124,-0.0719570575518,7.66832451004,7.66832451004,15.2995679763,7.66832451004,7.66832451004,5.31498553017,-1.21748929291,2.96203513733,2.96203513733,5.31498582307,2.96203513733,2.96203513733,1.00523204349,1.00523171399,1.00523204349,1.00523204349,1.00523204349,1.00523204349,1.00523204349,60.0049201353
0.03300000000000125,15.2125556932,-0.115588625641,7.63572732523,7.63572732522,15.212557271,7.63572732523,7.63572732523,5.24020177883,-1.23113892214,2.92805531814,2.92805531814,5.24020205641,2.92805531814,2.92805531814,1.00521606895,1.00521583735,1.00521606895,1.00521606895,1.00521606895,1.00521606895,1.00521606895,60.0044831636
0.03399999999999892,15.2662030043,-0.0643231538511,7.64973393047,7.64973393046,15.2662045794,7.64973393047,7.64973393047,5.19930541738,-1.26980979589,2.91727510443,2.91727510443,5.19930569539,2.91727510443,2.91727510443,1.00525142825,1.00525127316,1.00525142825,1.00525142825,1.00525142825,1.00525142825,1.00525142825,60.0041011034
0.03500000000000014,15.2871640347,-0.0613992447002,7.65948387294,7.65948387293,15.2871654472,7.65948387294,7.65948387294,5.33766595479,-1.20918061349,2.97129818427,2.97129818427,5.33766619183,2.97129818427,2.97129818427,1.00523495014,1.00523486342,1.00523495014,1.00523495014,1.00523495014,1.00523495014,1.00523495014,60.0051196507
